date,net_return,cumulative
2003-10-01,-0.002130110317276314,0.7990196895962508
2003-12-01,-0.0017345604052928076,0.7976337416796278
2004-03-01,-0.0021315902354067788,0.7959335133844325
2004-04-01,-0.0020329997266770065,0.7943153807692689
2004-06-01,-0.0022308751281129007,0.7925433623424332
2004-07-01,-0.002032983328027108,0.7909321349000524
2004-09-01,-0.0030329733020340232,0.7885332588511799
2004-10-01,-0.001123928592870606,0.7876470037751276
2004-11-01,-0.0021094022795866436,0.7859855393898548
2004-12-01,-0.0015578226474641328,0.784761113316014
2005-02-01,-0.003617866745364732,0.7819219521810926
2005-03-01,-0.0016547864186020386,0.7806280383542166
2005-04-01,-0.002032987938189187,0.7790410309680301
2005-06-01,-0.0015518227974565808,0.7778320973360199
2005-07-01,-0.002033099982286452,0.7762506869127043
2005-08-01,-0.0031470605614147456,0.7738077789901502
2005-09-01,-0.002433017837008118,0.7719250908614516
2005-11-01,-0.0020330113267839926,0.7703557584083014
2005-12-01,-0.0029119539892257756,0.7681125178844813
2006-02-01,-0.00271954152984357,0.7660236039925018
2006-03-01,-0.0020330047940414833,0.7644662743332361
2006-05-01,-0.002174290411663791,0.762804102642913
2006-06-01,-0.0023961502744445757,0.7609763093830176
2006-08-01,-0.003232998993368188,0.7585160737408053
2006-09-01,-0.0012330291700877345,0.7575808012959026
2006-11-01,-0.002632988731549627,0.7555860995828522
2006-12-01,-0.0015030797014296132,0.7544503934538869
2007-02-01,-0.0018097650033870743,0.7530850155350225
2007-03-01,-0.0020582747567447386,0.7515349596578641
2007-05-01,-0.001346188551614557,0.7505232518990346
2007-06-01,-0.001574090696882279,0.7493418602304265
2007-08-01,-0.0030019450317024434,0.747092377156061
2007-10-01,-0.0018329951919283003,0.7457229604208078
2008-02-01,-0.004832980145320813,0.7421188961591841
2008-04-01,-0.0008330162104173348,0.7415006990886265
2008-12-01,-0.003233002815467959,0.7391034252408014
2009-05-01,-0.002940274888440783,0.7369302579996053
2009-06-01,-0.0020330025561461655,0.7354320769013907
2009-07-01,-0.0009944958772836177,0.7347006927328901
2009-09-01,-0.0015137529733548344,0.7335885373747397
2009-10-01,-0.0032347854180859712,0.731215535871165
2009-12-01,-0.0023997786275825835,0.729460780456025
2010-02-01,-0.0033365034980185476,0.7270269320103662
2010-03-01,-0.0022237333328814666,0.7254102179877522
2010-04-01,-0.0023187601632615826,0.7237281656722593
2010-06-01,-0.002470521771493586,0.7219401794823229
2010-07-01,-0.0020925903645484627,0.7204294544189578
2010-09-01,-0.0015971836284348418,0.7192787962889176
2010-10-01,-0.0018744172746090343,0.7179305676878937
2010-11-01,-0.002033000306116469,0.7164710146240139
2010-12-01,-0.002227885650045833,0.7148747991318593
2011-02-01,-0.0038224726158843816,0.7121422097883918
2011-03-01,-0.001039617681076531,0.7114018541556549
2011-04-01,-0.0024330131504490923,0.7096710040892403
2011-06-01,-0.0024337581434550693,0.7079438365038643
2011-07-01,-0.0021355147670744706,0.7064320119867509
2011-08-01,-0.002432792785911666,0.7047134092842524
2011-09-01,-0.0012837127665025856,0.7038087596840287
2011-11-01,-0.002605099609854491,0.7019752677587636
2011-12-01,-0.0019221538084508369,0.7006259633244029
2012-08-01,-0.003924590113703755,0.6978762935953358
2012-10-01,-0.0020038239316719046,0.696477872376883
2013-01-01,-0.0027570167689573936,0.6945576712035322
2013-02-01,-0.002117400152164218,0.693087014684839
2013-03-01,-0.002112944167109884,0.6916225605198612
2013-04-01,-0.0032283938304087066,0.6893897305125073
2013-05-01,-0.0024258453120737534,0.6877173776665517
2013-07-01,-0.0036329019621576635,0.6852189678558169
2013-08-01,-0.002680101120364331,0.6833825117323716
2013-10-01,-0.0030543129061158577,0.6812952477069736
2013-11-01,-0.0022021127786741347,0.6797949587359481
2014-01-01,-0.002031253313209922,0.6784141229737123
2014-04-01,-0.0030329943694085057,0.6763564967586058
2014-05-01,-0.0016329846985604166,0.675252016948627
2014-07-01,-0.001876940370849841,0.6739846091775183
2014-08-01,-0.0018840392079082725,0.6727147957483012
2014-09-01,-0.0020327887301475464,0.6713473086929005
2014-10-01,-0.0013305358864779723,0.6704540570063942
2014-12-01,-0.003130547588992455,0.6683551686747026
2015-01-01,-0.0036329092172363627,0.6659270950220367
2015-05-01,-0.0030819899920021634,0.6638747143797757
2015-06-01,-0.0009807587046271552,0.6632236134748659
2015-07-01,-0.0014642202468467588,0.6622525080318291
2015-09-01,-0.002673423910321102,0.6604820263421867
2015-10-01,-0.002315311795099569,0.6589528045161454
2015-12-01,-0.002819453996215405,0.657094917398135
2016-06-01,-0.003922963318736487,0.6545171581402539
2016-07-01,-0.002666536204279762,0.6527718644417506
2016-08-01,-0.002032980315940253,0.651444792090541
2016-09-01,-0.0024330006459936534,0.6498598264905555
2016-11-01,-0.002033091480055533,0.6485386020140872
2016-12-01,-0.0012329977878684656,0.6477389553524565
2017-02-01,-0.0018329984462823066,0.6465516508536989
2017-03-01,-0.0011156715190220152,0.6458303115912648
2017-05-01,-0.0031156631418834124,0.6438181218935288
2017-06-01,-0.0016330087265182458,0.6427667612821861
2017-08-01,-0.0020627326359428143,0.6414409053063901
2017-09-01,-0.0015843918192749123,0.6404246115834743
2017-11-01,-0.004417996616578398,0.637595217816325
2018-03-01,-0.004232994691381968,0.634896280644058
2018-05-01,-0.002680948210821928,0.6331941565964079
2018-06-01,-0.0020330123130912273,0.6319068650794699
2018-08-01,-0.002277135703010455,0.6304679273960201
2018-10-01,-0.0022518809056504166,0.629048188708692
2018-11-01,-0.0034532586793595684,0.6268759225912983
2019-01-01,-0.002815353193383211,0.6251110454607759
2019-02-01,-0.002204692192435898,0.623732868019443
2019-03-01,-0.0026020841449519343,0.6221098626128843
2019-04-01,-0.0027166020917206678,0.62041983765883
2019-05-01,-0.002925504714985191,0.6186047964984888
2019-07-01,-0.002432967572394739,0.61709975108848
2019-08-01,-0.003032945843056239,0.6152281209636652
2019-10-01,-0.0020229899634587626,0.6139835206497182
2019-11-01,-0.001453697673643672,0.6130909742340941
2020-01-01,-0.0026821204308748775,0.6114465904061158
2020-04-01,-0.00313540851758201,0.60952945555851
2020-05-01,-0.0031078042424442912,0.6076351573306306
2020-06-01,-0.0018104567427007607,0.6065350601629393
2020-07-01,-0.002947102761403821,0.6047475390122449
2020-09-01,-0.0026403101119237262,0.6031508179698298
2020-12-01,-0.0015414298298161372,0.6022211033071332
2021-01-01,-0.0008789119741392949,0.6016918039683572
2021-02-01,-0.001253352934914597,0.6009376717799394
2021-03-01,-0.002432995612177255,0.5994755930613068
2021-04-01,-0.0020330073446198586,0.5982568547776929
2021-06-01,-0.0038745506953977546,0.5959388782649875
2021-07-01,-0.002238406729170834,0.5946049246697046
2021-09-01,-0.0020330011784703665,0.5933960921571269
2021-10-01,-0.0020329982641188815,0.5921897189318365
2021-11-01,-0.0018534100135930958,0.5910921485768214
2021-12-01,-0.002574320314753272,0.5895704880508489
2022-02-01,-0.003047243426811165,0.587773923256494
2022-03-01,-0.0016977866366928087,0.5867760085441927
2022-04-01,-0.0014041752782446766,0.5859520721791278
2022-06-01,-0.0026373621599554793,0.5844067043564151
2022-07-01,-0.001725613758365396,0.5833982441068967
2022-08-01,-0.0021896496311371375,0.582120806356882
2022-09-01,-0.00203301234808697,0.5809373475694801
2022-11-01,-0.0022402108034518505,0.5796359254473263
2022-12-01,-0.0019516449789347867,0.5785046819038169
2023-02-01,-0.001914354291586414,0.5773972189833115
2023-03-01,-0.0031313318715639345,0.5755891966689567
2023-05-01,-0.001735339421710755,0.5745903540452663
2023-06-01,-0.0027416746633881633,0.5730150142297531
2023-08-01,-0.0023149566884410454,0.5716885092899848
2023-09-01,-0.0027217032601749504,0.5701325428104457
2023-11-01,-0.003472700157262749,0.5681526434393672
2023-12-01,-0.0020667979629471816,0.5669783867132637
2024-01-01,-0.0019537114709873493,0.5658706745353401
2024-02-01,-0.0014170846378017627,0.5650687878954735
2024-03-01,-0.0027353772307759446,0.5635231115992421
2024-04-01,-0.00212363918915023,0.5623263918354581
