date,100,101,104,105,108,111,114,118,119,126,127,128,129,13,131,132,135,136,141,144,147,149,150,151,152,155,158,163,166,170,173,174,180,181,185,189,191,194,196,202,203,205,206,209,211,213,214,215,218,219,220,221,222,223,225,226,228,232,233,235,236,237,239,24,246,247,25,250,257,259,262,263,264,269,270,274,277,282,284,295,306,309,313,33,34,36,41,42,43,44,47,48,52,55,56,57,62,69,70,72,74,8,81,82,84,87,89,93
1999-09-01,,,,,,0.19999999999999996,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999996,,,,,,,,,,,,0.19999999999999996,,,,,,,,,
1999-10-01,,,,,,0.2,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,0.2,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,,,,,,0.2,,,,,,,0.2,,,,,,0.20000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,
2000-09-01,,,,,,0.2,,,,,,,0.20000000000000007,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,
2000-11-01,,,,,,0.2,,,,,,,0.2,,,,,,0.2,,,,,,,,0.2,,,,,,,,,,,,,,0.20000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,,,,,,,,,,,,,0.2,,,,,,0.20000000000000007,,,,,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
2001-02-01,,,,,,,,,,,,,0.2,,,,,,0.2,,,,,,,,0.2,,,,,,,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
